question,answer,source
"Compare the motion of two ducks. Which duck was moving at a lower speed? Choose from: a duck that moved 755kilometers in 10hours, a duck that moved 970kilometers in 10hours.","Look at the distance each duck moved and the time it took to move that distance.
One duck moved 755 kilometers in 10 hours.
The other duck moved 970 kilometers in 10 hours.
Notice that each duck spent the same amount of time moving. The duck that moved 755 kilometers moved a shorter distance in that time. So, that duck must have moved at a lower speed.",PhysicsScienceQA
"Compare the motion of two sailboats. Which sailboat was moving at a lower speed? Choose from: a sailboat that moved 65kilometers in 5hours, a sailboat that moved 90kilometers in 5hours.","Look at the distance each sailboat moved and the time it took to move that distance.
One sailboat moved 65 kilometers in 5 hours.
The other sailboat moved 90 kilometers in 5 hours.
Notice that each sailboat spent the same amount of time moving. The sailboat that moved 65 kilometers moved a shorter distance in that time. So, that sailboat must have moved at a lower speed.",PhysicsScienceQA
"A shopper is buying food at the store. He fills two shopping bags. The shopping bags are the same size and shape. The shopper lifts each bag at the same speed. Which bag is lifted with a larger force? Choose from: a bag holding 7 pounds of food, a bag holding 3 pounds of food.","Look for the shopping bag that is heavier.
A shopping bag holding 7 pounds of food is heavier than a shopping bag holding 3 pounds of food. So, the bag holding 7 pounds needs a larger force to start moving upward at the same speed as the other bag.",PhysicsScienceQA
"An asteroid is flying directly toward Mars at a steady speed. Which statement describes the asteroid's motion? Choose from: The asteroid has a constant velocity., The asteroid is accelerating..","The asteroid is moving in a straight line at a constant speed. So, the asteroid has a constant velocity.",PhysicsScienceQA
"Which would stretch more? Choose from: metal hair clip, gum.","Stretchy is a property. A stretchy material gets longer when you pull on it.
Look at each picture, one at a time. Imagine pulling on the material shown in each picture.
Of the choices, the gum would stretch more. If you pull on soft chewing gum, it will get longer.",PhysicsScienceQA
"Ariana is picking up her potted cactus as she cleans her room. She is pulling the cactus up with a force of 20N. Earth's gravity is pulling the cactus down with a force of 15N. Assume all other forces on the cactus are balanced. Which statement describes the forces on the cactus? Choose from: The forces are unbalanced, so there is a net force on the cactus., The forces are balanced, so there is no net force on the cactus..","To determine if there is a net force on the cactus, look at the forces:
Ariana is pulling the cactus up with a force of 20 N.
Earth's gravity is pulling the cactus down with a force of 15 N.
The forces are in opposite directions, and the forces have different magnitudes: 20 N and 15 N. This means that the forces are unbalanced, so there is a net force on the cactus.",PhysicsScienceQA
"Select the solid. Choose from: piece of paper, rain, air inside a bubble.","Rain is a liquid. A liquid takes the shape of any container it is in. If you put rainwater into a bucket, the rainwater will take the shape of the bucket. But the rainwater will still take up the same amount of space.
The air inside a bubble is a gas. A gas spreads out to fill a space. The air inside a bubble fills all the space in the bubble. If the bubble pops, the air will spread out to fill a much larger space.
A piece of paper is a solid. You can fold a piece of paper. But it will still have a size and shape of its own.",PhysicsScienceQA
"Compare the motion of three ships. Which ship was moving at the highest speed? Choose from: a ship that moved 100miles south in 10hours, a ship that moved 385miles south in 10hours, a ship that moved 160miles west in 10hours.","Look at the distance each ship moved and the time it took to move that distance. The direction each ship moved does not affect its speed.
Notice that each ship moved for 10 hours. The ship that moved 385 miles moved the farthest distance in that time. So, that ship must have moved at the highest speed.",PhysicsScienceQA
"Which is softer? Choose from: cotton towel, wood ruler.","Soft is a property. A soft material changes shape when pressed or squeezed.
Look at each picture, one at a time. Imagine touching the material shown in each picture.
Of the choices, the cotton towel is softer. If you squeeze cotton fabric, it will change shape.",PhysicsScienceQA
"Compare the motion of two birds. Which bird was moving at a lower speed? Choose from: a bird that moved 15miles in 5hours, a bird that moved 5miles in 5hours.","Look at the distance each bird moved and the time it took to move that distance.
One bird moved 5 miles in 5 hours.
The other bird moved 15 miles in 5 hours.
Notice that each bird spent the same amount of time moving. The bird that moved 5 miles moved a shorter distance in that time. So, that bird must have moved at a lower speed.",PhysicsScienceQA
"A calico cat is asleep in a box. Earth's gravity is pulling down on the cat with a force of 40N. The bottom of the box is pushing up on the cat with a force of 40N. Assume all other forces on the cat are balanced. Which statement describes the forces on the cat? Choose from: The forces are unbalanced, so there is a net force on the cat., The forces are balanced, so there is no net force on the cat..","To determine if there is a net force on the cat, look at the forces:
Earth's gravity is pulling the cat down with a force of 40 N.
The bottom of the box is pushing the cat up with a force of 40 N.
The forces are in opposite directions, and the forces have the same magnitude: 40 N. This means that the forces are balanced, so there is no net force on the cat.",PhysicsScienceQA
